Unnamed: 0,ID,KML_ha,REDD,fid,polygon_ID,polygon_ha,year,def,defc,soil,pa,mine,conces,mm_ID,buf1k_def,buf1k_defc,buf10k_def,buf10k_defc,tree,access,dem,slope,fric,mm
36594,1748,458040,0,1748,868,467498.88,2014,7520.43,70811.07,2.0,0.464,0.097,0.025,868 2014,154,2525,1880,24188,0.59,177.532,211.4604,2.1202,0.0141,1955
39085,1748,458040,0,1748,868,467498.88,2015,6138.12,76949.19,2.0,0.464,0.097,0.025,868 2015,196,2722,1305,25493,0.59,177.532,211.4604,2.1202,0.0141,1761
41576,1748,458040,0,1748,868,467498.88,2016,11775.04,88724.23,2.0,0.464,0.097,0.025,868 2016,338,3060,3381,28873,0.59,177.532,211.4604,2.1202,0.0141,1862
44067,1748,458040,0,1748,868,467498.88,2017,4406.42,93130.65,2.0,0.464,0.097,0.025,868 2017,166,3225,1915,30789,0.59,177.532,211.4604,2.1202,0.0141,1775
46558,1748,458040,0,1748,868,467498.88,2018,3168.05,96298.7,2.0,0.464,0.097,0.025,868 2018,112,3338,1526,32315,0.59,177.532,211.4604,2.1202,0.0141,1885
49049,1748,458040,0,1748,868,467498.88,2019,6893.33,103192.03,2.0,0.464,0.097,0.025,868 2019,285,3622,3254,35569,0.59,177.532,211.4604,2.1202,0.0141,1778
51540,1748,458040,0,1748,868,467498.88,2020,7104.3,110296.33,2.0,0.464,0.097,0.025,868 2020,269,3891,3181,38749,0.59,177.532,211.4604,2.1202,0.0141,2114
4212,1748,458040,0,1748,869,370485.5,2001,1350.09,1350.09,2.316,0.294,0.338,0.054,869 2001,179,179,1078,1078,0.58,322.5911,108.5991,1.1241,0.0124,2025
6703,1748,458040,0,1748,869,370485.5,2002,2462.55,3812.63,2.316,0.294,0.338,0.054,869 2002,302,481,2281,3359,0.58,322.5911,108.5991,1.1241,0.0124,1916
9194,1748,458040,0,1748,869,370485.5,2003,490.26,4302.9,2.316,0.294,0.338,0.054,869 2003,35,516,299,3658,0.58,322.5911,108.5991,1.1241,0.0124,1754
11685,1748,458040,0,1748,869,370485.5,2004,1117.28,5420.17,2.316,0.294,0.338,0.054,869 2004,68,585,525,4184,0.58,322.5911,108.5991,1.1241,0.0124,1686
14176,1748,458040,0,1748,869,370485.5,2005,1065.11,6485.28,2.316,0.294,0.338,0.054,869 2005,76,661,565,4749,0.58,322.5911,108.5991,1.1241,0.0124,1698
16667,1748,458040,0,1748,869,370485.5,2006,2081.12,8566.39,2.316,0.294,0.338,0.054,869 2006,254,914,1481,6230,0.58,322.5911,108.5991,1.1241,0.0124,2040
19158,1748,458040,0,1748,869,370485.5,2007,1532.91,10099.31,2.316,0.294,0.338,0.054,869 2007,187,1102,1017,7247,0.58,322.5911,108.5991,1.1241,0.0124,2071
21649,1748,458040,0,1748,869,370485.5,2008,1137.13,11236.44,2.316,0.294,0.338,0.054,869 2008,136,1238,596,7843,0.58,322.5911,108.5991,1.1241,0.0124,1675
24140,1748,458040,0,1748,869,370485.5,2009,2103.82,13340.26,2.316,0.294,0.338,0.054,869 2009,154,1392,906,8750,0.58,322.5911,108.5991,1.1241,0.0124,1862
26631,1748,458040,0,1748,869,370485.5,2010,2638.71,15978.97,2.316,0.294,0.338,0.054,869 2010,156,1548,1127,9876,0.58,322.5911,108.5991,1.1241,0.0124,1544
29122,1748,458040,0,1748,869,370485.5,2011,3636.82,19615.79,2.316,0.294,0.338,0.054,869 2011,296,1843,1754,11630,0.58,322.5911,108.5991,1.1241,0.0124,2225
31613,1748,458040,0,1748,869,370485.5,2012,3657.02,23272.81,2.316,0.294,0.338,0.054,869 2012,240,2083,1382,13012,0.58,322.5911,108.5991,1.1241,0.0124,1785
34104,1748,458040,0,1748,869,370485.5,2013,8145.34,31418.15,2.316,0.294,0.338,0.054,869 2013,286,2370,1693,14704,0.58,322.5911,108.5991,1.1241,0.0124,1810
36595,1748,458040,0,1748,869,370485.5,2014,10691.28,42109.42,2.316,0.294,0.338,0.054,869 2014,228,2597,2286,16991,0.58,322.5911,108.5991,1.1241,0.0124,1805
39086,1748,458040,0,1748,869,370485.5,2015,10252.28,52361.71,2.316,0.294,0.338,0.054,869 2015,470,3067,3786,20777,0.58,322.5911,108.5991,1.1241,0.0124,1399
41577,1748,458040,0,1748,869,370485.5,2016,9139.96,61501.66,2.316,0.294,0.338,0.054,869 2016,350,3417,4540,25317,0.58,322.5911,108.5991,1.1241,0.0124,1635
44068,1748,458040,0,1748,869,370485.5,2017,6806.3,68307.96,2.316,0.294,0.338,0.054,869 2017,522,3939,4901,30218,0.58,322.5911,108.5991,1.1241,0.0124,1666
46559,1748,458040,0,1748,869,370485.5,2018,8580.05,76888.02,2.316,0.294,0.338,0.054,869 2018,460,4399,4418,34636,0.58,322.5911,108.5991,1.1241,0.0124,1692
49050,1748,458040,0,1748,869,370485.5,2019,8143.71,85031.72,2.316,0.294,0.338,0.054,869 2019,459,4859,5949,40585,0.58,322.5911,108.5991,1.1241,0.0124,1566
51541,1748,458040,0,1748,869,370485.5,2020,8576.96,93608.68,2.316,0.294,0.338,0.054,869 2020,559,5417,5951,46536,0.58,322.5911,108.5991,1.1241,0.0124,1636
4213,1748,458040,0,1748,870,441743.44,2001,258.42,258.42,2.167,0.17,0.007,0.466,870 2001,1,1,118,118,0.3,125.5784,59.5552,0.8616,0.002,1481
6704,1748,458040,0,1748,870,441743.44,2002,157.15,415.57,2.167,0.17,0.007,0.466,870 2002,7,8,168,286,0.3,125.5784,59.5552,0.8616,0.002,1383
9195,1748,458040,0,1748,870,441743.44,2003,237.0,652.58,2.167,0.17,0.007,0.466,870 2003,1,9,57,343,0.3,125.5784,59.5552,0.8616,0.002,1356
11686,1748,458040,0,1748,870,441743.44,2004,523.67,1176.25,2.167,0.17,0.007,0.466,870 2004,3,12,533,876,0.3,125.5784,59.5552,0.8616,0.002,1226
14177,1748,458040,0,1748,870,441743.44,2005,630.23,1806.47,2.167,0.17,0.007,0.466,870 2005,1,13,167,1043,0.3,125.5784,59.5552,0.8616,0.002,1347
16668,1748,458040,0,1748,870,441743.44,2006,410.61,2217.09,2.167,0.17,0.007,0.466,870 2006,4,17,268,1312,0.3,125.5784,59.5552,0.8616,0.002,1595
19159,1748,458040,0,1748,870,441743.44,2007,213.04,2430.13,2.167,0.17,0.007,0.466,870 2007,4,21,133,1445,0.3,125.5784,59.5552,0.8616,0.002,1931
21650,1748,458040,0,1748,870,441743.44,2008,288.62,2718.75,2.167,0.17,0.007,0.466,870 2008,14,34,155,1600,0.3,125.5784,59.5552,0.8616,0.002,1372
24141,1748,458040,0,1748,870,441743.44,2009,430.11,3148.86,2.167,0.17,0.007,0.466,870 2009,5,39,279,1879,0.3,125.5784,59.5552,0.8616,0.002,1473
26632,1748,458040,0,1748,870,441743.44,2010,1814.92,4963.78,2.167,0.17,0.007,0.466,870 2010,35,74,747,2626,0.3,125.5784,59.5552,0.8616,0.002,1377
29123,1748,458040,0,1748,870,441743.44,2011,5016.12,9979.9,2.167,0.17,0.007,0.466,870 2011,23,97,598,3224,0.3,125.5784,59.5552,0.8616,0.002,1756
31614,1748,458040,0,1748,870,441743.44,2012,5284.63,15264.53,2.167,0.17,0.007,0.466,870 2012,18,115,764,3989,0.3,125.5784,59.5552,0.8616,0.002,1564
34105,1748,458040,0,1748,870,441743.44,2013,6154.73,21419.26,2.167,0.17,0.007,0.466,870 2013,72,187,1124,5113,0.3,125.5784,59.5552,0.8616,0.002,1629
36596,1748,458040,0,1748,870,441743.44,2014,7290.91,28710.16,2.167,0.17,0.007,0.466,870 2014,57,244,1017,6130,0.3,125.5784,59.5552,0.8616,0.002,1472
39087,1748,458040,0,1748,870,441743.44,2015,4615.84,33326.01,2.167,0.17,0.007,0.466,870 2015,72,317,1239,7369,0.3,125.5784,59.5552,0.8616,0.002,1270
41578,1748,458040,0,1748,870,441743.44,2016,5548.88,38874.88,2.167,0.17,0.007,0.466,870 2016,321,638,1951,9320,0.3,125.5784,59.5552,0.8616,0.002,1411
44069,1748,458040,0,1748,870,441743.44,2017,2595.39,41470.28,2.167,0.17,0.007,0.466,870 2017,111,749,1947,11267,0.3,125.5784,59.5552,0.8616,0.002,1461
46560,1748,458040,0,1748,870,441743.44,2018,1932.81,43403.09,2.167,0.17,0.007,0.466,870 2018,86,835,806,12073,0.3,125.5784,59.5552,0.8616,0.002,1374
49051,1748,458040,0,1748,870,441743.44,2019,4557.87,47960.95,2.167,0.17,0.007,0.466,870 2019,105,940,1548,13621,0.3,125.5784,59.5552,0.8616,0.002,1271
51542,1748,458040,0,1748,870,441743.44,2020,5250.12,53211.07,2.167,0.17,0.007,0.466,870 2020,108,1048,1612,15233,0.3,125.5784,59.5552,0.8616,0.002,1344
4214,1748,458040,0,1748,871,308273.54,2001,616.0,616.0,1.667,0.494,0.472,0.043,871 2001,38,38,543,543,0.89,803.3203,363.1439,7.8778,0.0454,2991
6705,1748,458040,0,1748,871,308273.54,2002,465.88,1081.88,1.667,0.494,0.472,0.043,871 2002,34,72,403,946,0.89,803.3203,363.1439,7.8778,0.0454,3077
9196,1748,458040,0,1748,871,308273.54,2003,257.04,1338.92,1.667,0.494,0.472,0.043,871 2003,25,97,254,1199,0.89,803.3203,363.1439,7.8778,0.0454,2501
11687,1748,458040,0,1748,871,308273.54,2004,656.29,1995.21,1.667,0.494,0.472,0.043,871 2004,34,131,482,1681,0.89,803.3203,363.1439,7.8778,0.0454,2662
14178,1748,458040,0,1748,871,308273.54,2005,454.19,2449.4,1.667,0.494,0.472,0.043,871 2005,50,181,414,2094,0.89,803.3203,363.1439,7.8778,0.0454,2749
16669,1748,458040,0,1748,871,308273.54,2006,772.76,3222.16,1.667,0.494,0.472,0.043,871 2006,48,229,751,2845,0.89,803.3203,363.1439,7.8778,0.0454,3068
19160,1748,458040,0,1748,871,308273.54,2007,822.04,4044.2,1.667,0.494,0.472,0.043,871 2007,68,297,655,3500,0.89,803.3203,363.1439,7.8778,0.0454,2847
21651,1748,458040,0,1748,871,308273.54,2008,444.69,4488.89,1.667,0.494,0.472,0.043,871 2008,37,333,765,4265,0.89,803.3203,363.1439,7.8778,0.0454,2367
24142,1748,458040,0,1748,871,308273.54,2009,581.23,5070.11,1.667,0.494,0.472,0.043,871 2009,36,369,1355,5620,0.89,803.3203,363.1439,7.8778,0.0454,2750
26633,1748,458040,0,1748,871,308273.54,2010,1097.3,6167.42,1.667,0.494,0.472,0.043,871 2010,135,504,1458,7077,0.89,803.3203,363.1439,7.8778,0.0454,2307
29124,1748,458040,0,1748,871,308273.54,2011,1008.03,7175.45,1.667,0.494,0.472,0.043,871 2011,573,1077,3930,11008,0.89,803.3203,363.1439,7.8778,0.0454,3108
31615,1748,458040,0,1748,871,308273.54,2012,444.26,7619.71,1.667,0.494,0.472,0.043,871 2012,112,1190,4272,15280,0.89,803.3203,363.1439,7.8778,0.0454,2391
34106,1748,458040,0,1748,871,308273.54,2013,1326.19,8945.9,1.667,0.494,0.472,0.043,871 2013,132,1322,3416,18696,0.89,803.3203,363.1439,7.8778,0.0454,2488
36597,1748,458040,0,1748,871,308273.54,2014,1004.81,9950.72,1.667,0.494,0.472,0.043,871 2014,204,1526,1838,20534,0.89,803.3203,363.1439,7.8778,0.0454,2689
39088,1748,458040,0,1748,871,308273.54,2015,912.61,10863.33,1.667,0.494,0.472,0.043,871 2015,216,1742,1784,22318,0.89,803.3203,363.1439,7.8778,0.0454,1979
41579,1748,458040,0,1748,871,308273.54,2016,1886.14,12749.47,1.667,0.494,0.472,0.043,871 2016,272,2014,3350,25668,0.89,803.3203,363.1439,7.8778,0.0454,2401
44070,1748,458040,0,1748,871,308273.54,2017,895.78,13645.25,1.667,0.494,0.472,0.043,871 2017,124,2138,1723,27391,0.89,803.3203,363.1439,7.8778,0.0454,2528
46561,1748,458040,0,1748,871,308273.54,2018,1699.19,15344.43,1.667,0.494,0.472,0.043,871 2018,220,2358,2702,30093,0.89,803.3203,363.1439,7.8778,0.0454,2576
49052,1748,458040,0,1748,871,308273.54,2019,2495.03,17839.47,1.667,0.494,0.472,0.043,871 2019,250,2608,3788,33881,0.89,803.3203,363.1439,7.8778,0.0454,2352
51543,1748,458040,0,1748,871,308273.54,2020,3008.81,20848.27,1.667,0.494,0.472,0.043,871 2020,259,2868,4360,38241,0.89,803.3203,363.1439,7.8778,0.0454,2302
4215,1748,458040,0,1748,872,472262.21,2001,248.55,248.55,2.0,0.272,0.121,0.012,872 2001,15,15,178,178,0.4,109.5053,107.3143,1.3648,0.002,1704
6706,1748,458040,0,1748,872,472262.21,2002,539.77,788.31,2.0,0.272,0.121,0.012,872 2002,55,70,657,835,0.4,109.5053,107.3143,1.3648,0.002,1633
9197,1748,458040,0,1748,872,472262.21,2003,4239.31,5027.62,2.0,0.272,0.121,0.012,872 2003,179,250,2513,3348,0.4,109.5053,107.3143,1.3648,0.002,1667
11688,1748,458040,0,1748,872,472262.21,2004,3539.09,8566.7,2.0,0.272,0.121,0.012,872 2004,373,622,4213,7561,0.4,109.5053,107.3143,1.3648,0.002,1526
14179,1748,458040,0,1748,872,472262.21,2005,2693.07,11259.77,2.0,0.272,0.121,0.012,872 2005,212,834,3339,10899,0.4,109.5053,107.3143,1.3648,0.002,1582
16670,1748,458040,0,1748,872,472262.21,2006,1801.63,13061.4,2.0,0.272,0.121,0.012,872 2006,168,1002,1822,12721,0.4,109.5053,107.3143,1.3648,0.002,1876
19161,1748,458040,0,1748,872,472262.21,2007,1734.27,14795.67,2.0,0.272,0.121,0.012,872 2007,162,1163,1893,14614,0.4,109.5053,107.3143,1.3648,0.002,2281
21652,1748,458040,0,1748,872,472262.21,2008,5393.22,20188.89,2.0,0.272,0.121,0.012,872 2008,149,1313,1483,16097,0.4,109.5053,107.3143,1.3648,0.002,1712
24143,1748,458040,0,1748,872,472262.21,2009,5969.02,26157.9,2.0,0.272,0.121,0.012,872 2009,353,1666,5184,21281,0.4,109.5053,107.3143,1.3648,0.002,1764
26634,1748,458040,0,1748,872,472262.21,2010,12999.91,39157.82,2.0,0.272,0.121,0.012,872 2010,760,2426,7530,28811,0.4,109.5053,107.3143,1.3648,0.002,1769
29125,1748,458040,0,1748,872,472262.21,2011,6671.82,45829.64,2.0,0.272,0.121,0.012,872 2011,328,2754,3344,32156,0.4,109.5053,107.3143,1.3648,0.002,2080
31616,1748,458040,0,1748,872,472262.21,2012,17174.43,63004.07,2.0,0.272,0.121,0.012,872 2012,718,3472,7962,40118,0.4,109.5053,107.3143,1.3648,0.002,1773
34107,1748,458040,0,1748,872,472262.21,2013,3018.65,66022.73,2.0,0.272,0.121,0.012,872 2013,209,3681,2016,42133,0.4,109.5053,107.3143,1.3648,0.002,2028
36598,1748,458040,0,1748,872,472262.21,2014,6300.03,72322.76,2.0,0.272,0.121,0.012,872 2014,297,3978,2441,44574,0.4,109.5053,107.3143,1.3648,0.002,1773
39089,1748,458040,0,1748,872,472262.21,2015,4358.63,76681.39,2.0,0.272,0.121,0.012,872 2015,265,4243,2434,47008,0.4,109.5053,107.3143,1.3648,0.002,1585
41580,1748,458040,0,1748,872,472262.21,2016,6878.33,83559.72,2.0,0.272,0.121,0.012,872 2016,522,4765,4572,51580,0.4,109.5053,107.3143,1.3648,0.002,1698
44071,1748,458040,0,1748,872,472262.21,2017,3164.47,86724.18,2.0,0.272,0.121,0.012,872 2017,208,4972,2081,53661,0.4,109.5053,107.3143,1.3648,0.002,1602
46562,1748,458040,0,1748,872,472262.21,2018,2681.99,89406.17,2.0,0.272,0.121,0.012,872 2018,123,5096,959,54620,0.4,109.5053,107.3143,1.3648,0.002,1713
49053,1748,458040,0,1748,872,472262.21,2019,5405.32,94811.49,2.0,0.272,0.121,0.012,872 2019,342,5437,2477,57097,0.4,109.5053,107.3143,1.3648,0.002,1620
51544,1748,458040,0,1748,872,472262.21,2020,5218.14,100029.63,2.0,0.272,0.121,0.012,872 2020,365,5803,2617,59715,0.4,109.5053,107.3143,1.3648,0.002,1912
4216,1748,458040,0,1748,873,423784.37,2001,655.88,655.88,2.143,0.183,0.028,0.371,873 2001,61,61,266,266,0.25,117.334,35.3994,0.6083,0.002,1535
6707,1748,458040,0,1748,873,423784.37,2002,209.39,865.28,2.143,0.183,0.028,0.371,873 2002,8,69,91,357,0.25,117.334,35.3994,0.6083,0.002,1429
9198,1748,458040,0,1748,873,423784.37,2003,472.85,1338.13,2.143,0.183,0.028,0.371,873 2003,27,96,601,958,0.25,117.334,35.3994,0.6083,0.002,1383
11689,1748,458040,0,1748,873,423784.37,2004,779.28,2117.4,2.143,0.183,0.028,0.371,873 2004,51,147,368,1326,0.25,117.334,35.3994,0.6083,0.002,1278
14180,1748,458040,0,1748,873,423784.37,2005,493.97,2611.37,2.143,0.183,0.028,0.371,873 2005,20,167,159,1486,0.25,117.334,35.3994,0.6083,0.002,1370
16671,1748,458040,0,1748,873,423784.37,2006,974.08,3585.45,2.143,0.183,0.028,0.371,873 2006,34,201,364,1850,0.25,117.334,35.3994,0.6083,0.002,1622
19162,1748,458040,0,1748,873,423784.37,2007,472.57,4058.02,2.143,0.183,0.028,0.371,873 2007,38,239,375,2225,0.25,117.334,35.3994,0.6083,0.002,1975
21653,1748,458040,0,1748,873,423784.37,2008,561.95,4619.96,2.143,0.183,0.028,0.371,873 2008,16,255,285,2511,0.25,117.334,35.3994,0.6083,0.002,1389
24144,1748,458040,0,1748,873,423784.37,2009,337.69,4957.66,2.143,0.183,0.028,0.371,873 2009,10,265,505,3016,0.25,117.334,35.3994,0.6083,0.002,1505
26635,1748,458040,0,1748,873,423784.37,2010,1352.48,6310.14,2.143,0.183,0.028,0.371,873 2010,76,341,540,3556,0.25,117.334,35.3994,0.6083,0.002,1364
29126,1748,458040,0,1748,873,423784.37,2011,4090.87,10401.01,2.143,0.183,0.028,0.371,873 2011,57,398,553,4109,0.25,117.334,35.3994,0.6083,0.002,1788
31617,1748,458040,0,1748,873,423784.37,2012,3218.79,13619.79,2.143,0.183,0.028,0.371,873 2012,227,624,1664,5773,0.25,117.334,35.3994,0.6083,0.002,1587
34108,1748,458040,0,1748,873,423784.37,2013,2698.68,16318.47,2.143,0.183,0.028,0.371,873 2013,128,753,1660,7433,0.25,117.334,35.3994,0.6083,0.002,1628
36599,1748,458040,0,1748,873,423784.37,2014,3799.56,20118.03,2.143,0.183,0.028,0.371,873 2014,122,875,1910,9343,0.25,117.334,35.3994,0.6083,0.002,1506
39090,1748,458040,0,1748,873,423784.37,2015,3386.31,23504.34,2.143,0.183,0.028,0.371,873 2015,110,986,1363,10706,0.25,117.334,35.3994,0.6083,0.002,1270
41581,1748,458040,0,1748,873,423784.37,2016,3692.69,27197.03,2.143,0.183,0.028,0.371,873 2016,192,1177,1415,12121,0.25,117.334,35.3994,0.6083,0.002,1422
44072,1748,458040,0,1748,873,423784.37,2017,2880.88,30077.92,2.143,0.183,0.028,0.371,873 2017,129,1306,1085,13206,0.25,117.334,35.3994,0.6083,0.002,1478
46563,1748,458040,0,1748,873,423784.37,2018,1939.41,32017.33,2.143,0.183,0.028,0.371,873 2018,115,1421,705,13911,0.25,117.334,35.3994,0.6083,0.002,1412
49054,1748,458040,0,1748,873,423784.37,2019,3576.21,35593.54,2.143,0.183,0.028,0.371,873 2019,275,1696,1411,15322,0.25,117.334,35.3994,0.6083,0.002,1221
51545,1748,458040,0,1748,873,423784.37,2020,3654.9,39248.44,2.143,0.183,0.028,0.371,873 2020,215,1911,1417,16739,0.25,117.334,35.3994,0.6083,0.002,1297
4217,1748,458040,0,1748,874,300500.19,2001,62.06,62.06,2.0,0.0,0.003,0.003,874 2001,10,10,99,99,0.01,88.0,7.0,0.3949,0.002,1505
6708,1748,458040,0,1748,874,300500.19,2002,31.6,93.66,2.0,0.0,0.003,0.003,874 2002,8,18,129,228,0.01,88.0,7.0,0.3949,0.002,1387
9199,1748,458040,0,1748,874,300500.19,2003,15.43,109.09,2.0,0.0,0.003,0.003,874 2003,14,32,191,419,0.01,88.0,7.0,0.3949,0.002,1287
11690,1748,458040,0,1748,874,300500.19,2004,4.82,113.92,2.0,0.0,0.003,0.003,874 2004,6,39,64,483,0.01,88.0,7.0,0.3949,0.002,1330
14181,1748,458040,0,1748,874,300500.19,2005,7.81,121.73,2.0,0.0,0.003,0.003,874 2005,0,39,69,552,0.01,88.0,7.0,0.3949,0.002,1437
16672,1748,458040,0,1748,874,300500.19,2006,20.08,141.81,2.0,0.0,0.003,0.003,874 2006,1,40,270,823,0.01,88.0,7.0,0.3949,0.002,1679
19163,1748,458040,0,1748,874,300500.19,2007,109.68,251.49,2.0,0.0,0.003,0.003,874 2007,23,62,433,1256,0.01,88.0,7.0,0.3949,0.002,2402
21654,1748,458040,0,1748,874,300500.19,2008,142.46,393.95,2.0,0.0,0.003,0.003,874 2008,4,66,726,1982,0.01,88.0,7.0,0.3949,0.002,1179
24145,1748,458040,0,1748,874,300500.19,2009,59.85,453.8,2.0,0.0,0.003,0.003,874 2009,7,73,201,2183,0.01,88.0,7.0,0.3949,0.002,1593
26636,1748,458040,0,1748,874,300500.19,2010,416.51,870.31,2.0,0.0,0.003,0.003,874 2010,15,88,372,2555,0.01,88.0,7.0,0.3949,0.002,1309
29127,1748,458040,0,1748,874,300500.19,2011,207.87,1078.18,2.0,0.0,0.003,0.003,874 2011,15,103,415,2970,0.01,88.0,7.0,0.3949,0.002,1786
31618,1748,458040,0,1748,874,300500.19,2012,82.71,1160.89,2.0,0.0,0.003,0.003,874 2012,5,108,244,3215,0.01,88.0,7.0,0.3949,0.002,1755
